,Message,Spam_Status,num_words,message_len,num_uppercase_chars,num_uppercase_words,contains_free_or_win
5302,lt gt buck bank fee fix better call bank find,ham,17,87,3,0,0
5303,tell quit long co finish film yet,ham,16,71,2,0,0
5304,pl ask macho much budget bb bold co saw new one lt gt dollar,ham,22,94,1,0,0
5305,hi miss call mumha beendrop red wine theplac adress,ham,17,99,3,0,1
5306,ill min look,ham,13,51,1,0,0
5307,leav,ham,5,23,1,0,0
5308,come back thursday yay gonna ok get money cheer oh yeah everyth alright school call work,ham,34,162,9,0,0
5309,jolli good way give u ticket sat eve speak x,ham,18,82,3,0,0
5310,yeah think,ham,7,32,1,0,0
5311,k k go tirunelvali week see uncl alreadi spend amount take dress want money give feb,ham,33,146,1,0,0
5312,got ur favorit oyster n got favorit sashimi ok lar dun say alreadi wait ur stomach start rumbl,ham,21,121,4,0,0
5313,sister go earn da,ham,9,40,1,0,0
5314,get offici england poli rington colour flag yer mobil tonight game text tone flag optout txt eng stop box w wx,spam,30,157,29,5,0
5315,hahaha use brain dear,ham,5,27,1,0,0
5316,ju finish watch tv u,ham,5,28,2,0,0
5317,k fyi back parent place south tampa might need deal somewh el,ham,22,97,3,0,0
5318,good morn love go sleep wish great day full feel better opportun last thought babe love kiss,ham,31,159,12,2,0
5319,kothi print marandratha,ham,4,28,1,0,0
5320,havent got da topic yet rite,ham,8,36,1,0,0
5321,ok problem yup go sch rem correctli,ham,15,64,2,0,0
5322,thank keep mind,ham,7,30,2,0,0
5323,aah bless arm,ham,6,26,2,0,0
5324,dear sir salam alaikkum pride pleasur meet today tea shop plea send contact number qatar rakhesh indian pl save number respect regard,ham,34,189,16,0,0
5325,gal n boy walk park gal hold ur hand boy u think would run away gal jst wana c feel walk heaven princ gn,ham,37,160,3,1,0
5326,make happi,ham,5,26,1,0,0
5327,wish wonder week,ham,5,29,1,0,0
5328,sweet heart,ham,5,24,1,0,0
5329,sir wait letter,ham,5,29,1,0,0
5330,dude im longer pisc im aquariu,ham,10,47,2,0,0
5331,x cour yr messag messeng lik r send,ham,15,72,2,0,0
5332,think steyn sure get one wicket,ham,7,37,1,0,0
5333,neither sterm voic studi fine sure thing resolv tho anyway fab hol,ham,24,125,5,0,0
5334,garbag bag egg jam bread hannaford wheat chex,ham,8,52,1,0,0
5335,pride almost lt gt year old takin money kid suppo deal stuff grownup stuff tell,ham,42,192,5,0,0
5336,sound better even im costum im sure time finish tomorrow txt end,ham,26,126,2,0,0
5337,birthday feb lt gt da,ham,8,39,1,0,0
5338,wanna gym,ham,6,25,1,0,0
5339,like jerk,ham,8,35,2,0,0
5340,u awak snow,ham,7,33,2,0,0
5341,cour make stink,ham,8,38,1,0,0
5342,u r subscrib textcomp wkli comp st wk free question follow subsequ wk charg p msg unsubscrib txt stop custcar,spam,27,156,12,2,1
5343,go open room til thanksgiv without upcharg,ham,13,77,2,0,0
5344,guy plan come,ham,7,38,1,0,0
5345,wat,ham,4,17,2,0,0
5346,parent kidz friend n colleagu scream surpri wait sofa nake,ham,20,130,23,2,0
5347,sir hr trip bu last week anoth audit next wednesday think might drive time,ham,29,133,3,0,0
5348,thought put back box,ham,11,40,4,0,0
5349,home,ham,3,11,1,0,0
5350,one interest may busi plan,ham,8,45,2,0,0
5351,yup paragon havent decid whether cut yet hee,ham,13,67,3,0,0
5352,good morn princess great day,ham,7,40,2,0,0
5353,guai shd haf seen naughti free today go jog,ham,17,84,6,0,1
5354,aiyo co sm neva repli wait repli lar tot havent finish ur lab wat,ham,25,100,6,0,0
5355,live simpl love also simpl laugh simpl win tooo simpl simpl difficult,ham,22,145,12,1,1
5356,tell someth okay,ham,5,30,2,0,0
5357,ok,ham,1,2,1,0,0
5358,hmm shall bring bottl wine keep us amu joke still bring bottl red white see tomorrow,ham,26,125,6,0,1
5359,ur face test lt gt select number tell ur face astrolog wait quick repli,ham,29,133,1,0,0
5360,hey iouri gave number wyli ryan friend,ham,12,56,2,0,0
5361,yep get program slack,ham,8,42,2,0,0
5362,insid offic still fill form know leav,ham,14,70,1,0,0
5363,think mentor percent sure,ham,10,50,1,0,0
5364,call send girl erot ecstaci p min stop text call nat rate,spam,19,112,3,0,0
5365,camera award sipix digit camera call fromm landlin deliveri within day,spam,16,106,7,0,0
5366,xma reward wait comput randomli pick loyal mobil custom receiv reward call,spam,29,157,28,6,0
5367,tri figur suppo see coupl differ peopl week said get togeth set date,ham,29,135,4,0,0
5368,import messag final contact attempt import messag wait custom claim dept expir call,spam,25,156,23,3,0
5369,hi mom might back later lt gt,ham,10,46,1,0,0
5370,date two start sent text talk sport radio last week connect think coincid,spam,27,139,2,0,0
5371,lol oh got friend dog,ham,9,38,1,0,0
5372,ok problem u frm wat matter,ham,10,46,2,0,0
5373,k head min see,ham,12,44,2,0,0
5374,u konw waht rael friendship im gving yuo exmpel jsut ese tih msg evrey splle tih msg wrnog bt sitll yuo ra wihtuot ayn mitsak goodnight amp nice sleep sweet dream,ham,40,212,49,7,0
5375,cant pick phone right pl send messag,ham,11,51,2,0,0
5376,want leav bare stay sane fight constantli help,ham,25,116,2,0,0
5377,current lead bid pau auction send custom care,spam,15,90,7,1,0
5378,free entri gr prize wkli comp chanc win latest nokia psp cash everi wk txt great http www gr prize com,spam,32,160,13,3,1
5379,somebodi set websit play hold em use eve onlin spacebuck,ham,15,80,1,0,0
5380,sunni california weather cool,ham,9,48,2,0,0
5381,new messag call,spam,9,42,2,0,0
5382,make squeez lt gt buck dad,ham,14,64,1,0,0
5383,good day pray remov teeth pain maintain stuff,ham,17,88,4,0,0
5384,babe hope ok shit night sleep fell asleep knacker dread work tonight thou upto tonight x,ham,32,161,9,0,0
5385,friend help us problem give stupid suggest land us anoth problem help us forgt previou problem,ham,26,147,3,0,0
5386,work plea call,ham,6,24,2,0,0
5387,gentl babi soon take lt gt inch deep insid tight pussi,ham,19,101,2,0,0
5388,much fight good nite,ham,9,40,29,8,0
5389,ok ok ok ur today plan,ham,8,36,1,0,0
5390,nt joke seriou told,ham,5,26,1,0,0
5391,watch ajith film ah,ham,4,23,1,0,0
5392,ooooooh forgot tell u get yovil phone,ham,14,59,3,0,0
5393,done hand know mega shop asda count celebr,ham,22,104,2,0,0
5394,dont know exactli could ask chechi,ham,8,41,1,0,0
5395,dunno lei shd b drive lor co go sch hr oni,ham,13,50,1,0,0
5396,want custom offic discount oh,ham,8,40,1,0,0
5397,necessarili respect,ham,4,29,1,0,0
5398,hi hope good day better night,ham,11,49,3,0,0
5399,appar bff carli quick,ham,9,45,1,0,0
5400,hard true much show amp express love someon much hurt leav get seper ud even,ham,31,163,15,3,0
5401,babe think got ur brolli left english wil bring mrw u luv franxx,ham,21,86,6,0,0
5402,hi babe thank come even though didnt go well want bed hope see soon love kiss xxx,ham,28,129,2,0,0
5403,gd got free ice cream oso wan,ham,9,40,2,0,1
5404,pl give prometazin syrup ml lt gt min later feed,ham,12,69,1,0,0
5405,mani day sinc,ham,6,28,1,0,0
5406,dear angri busi dear,ham,8,34,1,0,0
5407,yup msg tat yiju tot group mate co meet today mah askin leav earlier wat mah co mayb haf walk v far,ham,38,162,5,0,0
5408,pub,ham,5,23,1,0,0
5409,first time everyth,ham,7,39,1,0,0
5410,daddi shu shu look u u wan tell u singapor wat,ham,20,82,2,0,0
5411,ask u meet da ge tmr nite,ham,9,36,1,0,0
5412,gr handl victoria island traffic plu album due,ham,16,80,3,0,0
5413,nite nite pocay wocay luv u n e thing eva promi ring u morrowxxxx,ham,17,81,2,0,0
5414,east coast,ham,2,10,1,0,0
5415,get chicken broth want ramen unless know,ham,19,90,2,0,0
5416,slave want take pictur today bright light cell phone bright light,ham,23,112,3,0,0
5417,nope forgot show next week,ham,8,40,3,0,0
5418,realli master,ham,17,72,4,0,0
5419,bruce amp fowler mom car park long stori,ham,22,82,3,0,0
5420,dont know oh hope month,ham,7,37,2,0,0
5421,hi elain today meet confirm,ham,7,40,1,0,0
5422,ok k sri knw siva tat askd,ham,11,39,1,0,0
5423,sorri call later,ham,5,22,2,0,0
5424,u horribl gal u knew dat go wif yest n u still come n ask,ham,20,84,2,0,0
5425,otherwi part time job na tuition,ham,7,40,1,0,0
5426,oh yeah diet flew window,ham,10,45,2,0,1
5427,santa call would littl one like call santa xma eve call book time,spam,19,106,6,0,0
5428,didnt complet gist oh,ham,6,32,1,0,0
5429,er yeah b sorri tell pub cafe sit come wen u,ham,24,97,2,0,0
5430,make time tonight whenev cool text whenev around,ham,22,102,1,0,0
5431,pay attent,ham,8,34,3,0,0
5432,thanx lot ur help,ham,6,22,1,0,0
5433,gonna way specif,ham,11,51,1,0,0
5434,jesu armand realli tri tell everybodi find,ham,11,59,1,0,0
5435,wif buy tix lar,ham,8,33,1,0,0
5436,mode men left,ham,6,26,1,0,0
5437,slow use biola fne,ham,7,28,1,0,0
5438,youdo later sar xxx,ham,6,36,2,0,0
5439,hey book lesson sun liao,ham,10,44,1,0,0
5440,thank gener date brotha,ham,8,45,1,0,0
5441,way make sure u get train worc foreg street shrub hill fun night x,ham,19,90,2,0,0
5442,thought get watch co kind thing u get th love much,ham,22,99,2,0,0
5443,guarant award mayb even cash claim ur award call free legitimat efreefon number wat u think,spam,31,163,2,0,1
5444,good morn repair shop reason hour,ham,15,70,6,1,0
5445,fine got enough bud last night least,ham,16,68,2,0,0
5446,back good journey let know need receipt shall tell like pendent,ham,22,104,4,0,0
5447,take away money worri,ham,7,37,1,0,0
5448,aight pick open tonight,ham,10,51,0,0,0
5449,latest news polic station toilet stolen cop noth go,spam,12,70,3,0,0
5450,sac need carri,ham,5,23,1,0,0
5451,sing hu think also import find someon femal know place well prefer citizen also smart help navig even thing like choo phone plan requir guidanc doubt ask especi girl,ham,44,251,6,1,0
5452,hello wat talk email address,ham,6,40,2,0,0
5453,except chick huge boob,ham,7,38,1,0,0
5454,im wonder right,ham,8,44,1,0,0
5455,wish beauti day moment reveal even thing keep smile enjoy,ham,18,101,3,0,0
5456,sparkl shop break per person call visit www shortbreak org uk,spam,19,112,1,0,0
5457,arun u transfr amt,ham,7,27,1,0,0
5458,sorri call later,ham,5,22,2,0,0
5459,hear loud scream lt gt minut cau gyno shove thing belong,ham,25,120,2,0,0
5460,decemb mobil mth entitl updat latest colour camera mobil free call mobil updat co free,spam,27,157,13,1,1
5461,ok thk got u wan come wat,ham,15,51,2,0,0
5462,txt call claim reward hour talk time use phone subscrib gbp mnth inc hr stop txtstop www gamb tv,spam,29,147,11,1,0
5463,u goin nite,ham,4,17,12,2,0
5464,treasur everi moment spend togeth,ham,8,49,1,0,0
5465,shall bring us bottl wine keep us amu joke bring one anyway,ham,20,89,5,0,1
5466,http tm widel com index wml id ad first true c c rington,spam,12,85,5,0,0
5467,get garden readi summer free select summer bulb seed worth scotsman saturday stop go notxt co uk,spam,31,156,9,1,1
5468,urgent last weekend draw show cash spanish holiday call claim c rstm sw ss ppm,spam,28,143,25,4,0
5469,ok lor,ham,2,7,1,0,0
5470,thought slide enough,ham,5,26,1,0,0
5471,yup,ham,1,3,1,0,0
5472,well obviou peopl cool colleg life went home,ham,15,79,1,0,0
5473,ok lor reach messag,ham,7,35,2,0,0
5474,mummi boy good bad posit neg mummi made wait hmmmm,ham,25,122,5,0,0
5475,dhoni luck win big titl win,ham,12,54,1,0,1
5476,ye princess want plea everi night wish command,ham,14,74,3,0,0
5477,today sunday sunday holiday work,ham,9,50,2,0,0
5478,probabl lt gt,ham,4,25,1,0,0
5479,realli hope work doesnt get stress gr day,ham,12,61,2,0,0
5480,seen back holbi,ham,8,35,2,0,0
5481,shall call dear food,ham,6,31,1,0,0
5482,urgent tri contact last weekend draw show u prize guarant call claim code k valid hr p pm,spam,28,149,22,2,0
5483,li hai bore da lectur repeat last week stuff wast time,ham,14,79,2,0,0
5484,pick variou point go yeovil motor project hour u take home max easi,ham,33,169,1,0,0
5485,also fuck famili go rhode island wherev fuck leav alon week new bong gt,ham,28,135,2,0,0
5486,ofcour also upload song,ham,6,33,2,0,0
5487,p per min call germani bt line p per min check planettalkinst com info c text stop opt,spam,29,145,11,1,0
5488,k sent,ham,6,23,2,0,0
5489,oh thank lot alreadi bought egg,ham,9,43,1,0,0
5490,k sent,ham,6,23,2,0,0
5491,u studi sch go home anyway b go sch later,ham,15,65,2,0,0
5492,marvel mobil play offici ultim spider man game ur mobil right text spider game send u free ball wallpap,spam,32,161,17,2,1
5493,think rule tamilnadu tough peopl,ham,13,65,1,0,0
5494,cool shall go see go tip anyway home got someth drop later let go town tonight mayb mum take us,ham,34,155,4,0,0
5495,good afternoon love goe day sleep hope well boytoy think,ham,22,118,5,0,0
5496,ye trust u buy new stuff asap tri,ham,15,58,7,1,0
5497,sm servic inclu text credit pl goto www comuk net login qxj unsubscrib stop extra charg help comuk cm ae,spam,26,158,24,4,0
5498,wake gt,ham,9,34,2,0,0
5499,get step outta way congrat,ham,9,45,2,0,0
5500,love one law make happi person love way friendship one law never make ur friend feel alon aliv gud night,ham,30,155,5,0,0
5501,privat account statement show un redeem point call identifi code expir,spam,24,148,17,1,0
5502,apo mokka player,ham,7,36,1,0,0
5503,perhap much easi give account identif tomorrow uni,ham,14,82,4,1,0
5504,wait msg lt gt min,ham,8,40,2,0,0
5505,told tell stupid hear wont tell anyth dad call brother spoken,ham,26,127,4,0,0
5506,god love limit god grace measur god power boundari may u god endless bless alway ur life gud ni,ham,31,149,6,0,0
5507,want insid everi night,ham,8,38,1,0,0
5508,machan go gym tomorrow wil come late goodnight,ham,11,58,1,0,0
5509,lol mad first woke gave,ham,14,61,1,0,0
5510,went project centr,ham,5,24,1,0,0
5511,reassur crazi world,ham,8,39,2,0,0
5512,make dinner,ham,4,25,1,0,0
5513,ye plea leav lt gt lt gt leav,ham,14,69,3,0,0
5514,oh oki lor go sat,ham,7,33,3,0,0
5515,great role model give much realli wish day miracl god reason everyth must say wish knew dont look sinc young still great day,ham,57,245,5,0,0
5516,ya referin mei ex wat ah waitin u treat somebodi shld b rich liao gd den u dun work frm tmr onward,ham,32,139,3,0,0
5517,mile smile r made frm letter u know differ smile ur face keep happi even though mile away u keep smile good nyt,ham,33,166,3,0,0
5518,way put skip right outsid front hou see hou pull,ham,28,122,2,0,0
5519,pl send compani name saibaba colani,ham,11,56,2,0,0
5520,dont want hear anyth,ham,7,32,2,0,0
5521,big chic common declar,ham,7,35,3,0,0
5522,cool want plea,ham,7,35,2,0,0
5523,go join tomorrow,ham,4,23,1,0,0
5524,award sipix digit camera call landlin deliveri within day cs box bp yr warranti ppm p p,spam,26,153,12,0,0
5525,want tell bad feel basic time text late need drug,ham,23,103,4,0,0
5526,privat account statement show un redeem point call identifi code expir,spam,23,134,17,1,0
5527,total disappoint text craziest shit got,ham,11,68,2,0,0
5528,effect irrit ignor,ham,9,49,2,0,0
5529,one,ham,5,25,1,0,0
5530,think tantrum finish yeah point,ham,15,64,2,0,0
5531,compliment away system side,ham,11,60,3,0,0
5532,happen adventur,ham,6,40,0,0,0
5533,hey chief give bell get need talk royal visit st june,ham,25,113,2,0,0
5534,ok anoth number,ham,5,28,1,0,0
5535,know thinkin malaria relax children cant handl malaria would wor gastroent take enough replac loss temp reduc give malaria med vomit self limit ill mean day complet stop,ham,61,329,6,0,0
5536,aiyah ok wat long got improv alreadi wat,ham,11,54,1,0,0
5537,want explicit sex sec ring cost p min gsex pobox wc n xx,spam,17,90,17,2,0
5538,believ attach see everi day know best get babe go teach class midnight,ham,37,158,4,0,0
5539,sleep surf,ham,4,26,1,0,0
5540,ask mobil chatlin inclu free min india cust serv sed ye l er got mega bill dont giv shit bailiff due day want,spam,35,160,104,22,1
5541,yeah ju rite,ham,5,21,1,0,0
5542,armand say get ass epsilon,ham,8,40,1,0,0
5543,u still havent got urself jacket ah,ham,8,38,1,0,0
5544,take derek amp taylor walmart back time done leav mou desk text priscilla readi,ham,35,154,3,0,0
5545,hi durban still number,ham,10,45,1,0,0
5546,ic lotta childporn car,ham,8,42,2,0,0
5547,contract mobil mnth latest motorola nokia etc free doubl min text orang tariff text ye callback remov record,spam,27,160,20,3,1
5548,tri weekend v,ham,8,34,3,0,0
5549,know wot peopl wear shirt jumper hat belt know r cribb,ham,18,87,4,0,0
5550,cool time think get,ham,9,43,1,0,0
5551,wen get spiritu deep great,ham,11,51,2,0,0
5552,safe trip nigeria wish happi soon compani share moment,ham,17,91,3,0,0
5553,hahaha use brain dear,ham,5,27,1,0,0
5554,well keep mind got enough ga one round trip bar sudden influx cash,ham,21,98,2,0,0
